id;user_id;judul;tahun_terbit;deskripsi;created_at
5581;2090;Wawasan Politik Mengenai Sistem Pendidikan Nasional;1990;Kunci pembangunan bagi masa mendatang bangsa Indoensia ialah pendidikan. Sebab lewat perolehan pendidikan diharapkan setiap individu dapat meningkatkan kualitas keberadaannya  dan mampu berpartisipasi dalam gerak pembangunan.;08/04/22 00.55
5578;2090;Undang-Undang Otonomi Daerah 1999 Dan Petunjuk Pelaksanaan Undang-Undang Otonomi Daerah;2000;Undang-Undang Otonomi Daerah 1999 UU no. 22 tahun 1999 tentang Pemerintahan Daerah UU no. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU no. 28 tahun 1999 tentang Penyelenggara Negara yang Bersih dan Bebas dari KKN.;08/04/22 01.53
5579;2090;Unholy Trinity;2012;Ditulis dalam bentuk yang baku bersama rekan penulis buku The Secret War Against The Jews  Unholy Trinity mengisahkan salah satu kisah paling gelap Perang Dunia II.;08/04/22 01.53
5580;2090;Usaha Memahami Undang-Undang Tentang Peradilan Tata Usaha Negara Buku II;1994;Dewasa ini semakin banyak masyarakat menggugat para pejabat dan lembaga pemerintah. Hal ini menunjukkan bahwa keberadaan Peradilan Tata Usaha Negara sebagai lembaga pengaduan sangat diperlukan.;08/04/22 02.33
5577;2090;Undang-Undang Otonomi Daerah 1999;1999;Undang-Undang Otonomi Daerah UU no. 22 tahun 1999 tentang Pemerintah Daerah UU no. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU no. 28 tahun 1999 tentang Penyelenggaraan Negara yang bersih dan bebas dari Korupsi  Kolusi dan Nepotisme.;08/04/22 02.35
1440;2090;117 OPTIMALISASI PENERAPAN TEKNOLOGI INFORMASI DAN KOMUNIKASI PADA APLIKASI SISFOPERS TNI AD DALM RANGKA PENYAJIAN DATA PERSONEL TNI AD YANG AKURAT DAN TERKINI;2020;Taskap yang dibuat dengan Judul 117 OPTIMALISASI PENERAPAN TEKNOLOGI INFORMASI DAN KOMUNIKASI PADA APLIKASI SISFOPERS TNI AD DALM RANGKA PENYAJIAN DATA PERSONEL TNI AD YANG AKURAT DAN TERKINI.;08/04/22 02.39
5506;2090;Reklamasi Laut Dangkal Perekayasaan dan Pelaksanaan Reklamasi bagi Proyek Pantai Mutiara di Pluit Jakarta;2004;Selain hujan besar  laut dangkal merupakan salah satu penyebab utama banjir serta terbentuknya wilayah rawa-rawa dan payau pada lembah-lembah lebar dan landai.;08/04/22 02.55
5281;2090;Buku Pintar Pohon Angsana;2012;Sebenarnya antara bertanam Angsana dan pembibitannya tidaklah berbeda jauh. Dan buku yang anda pegang ini akan mengulas secara mendetail tentang seluk beluknya.;08/04/22 03.06
5199;2090;Human Capital Membangun Modal Sumber Daya Manusia Berkarakter Unggul Melalui Pendidikan Berkualitas;2017;Human Capital Membangun Modal Sumber Daya Manusia Berkarakter Unggul Melalui Pendidikan Berkualitas;08/04/22 03.07
4297;2016;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;08/04/22 08.24
4658;1739;Membangunkan Raksasa Tidur Optimalkan Kemampuan Otak Anda Dengan Metode Alissa;1999;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;08/04/22 08.35
5582;1761;Worldclass Manufacturing Dekade Mendatang;1996;Semenjak ditemukannya metode pembukuan berpasangan (double-entry)  manajer menilai kekayaan perusahaan melalui penjualan dan keuntungan. Kini  Richard J. Schonberger  arsitek revolusi Just-In-Time dunia  dengan melampaui batas-batas ukuran finansial mendefinisikan kembali arti keunggulan-dan mengungkapkan  dengan data bencmark baru  bagaimana para pelopor menjadi dinasti.;08/04/22 10.25
5580;1950;Usaha Memahami Undang-Undang Tentang Peradilan Tata Usaha Negara Buku II;1994;Dewasa ini semakin banyak masyarakat menggugat para pejabat dan lembaga pemerintah. Hal ini menunjukkan bahwa keberadaan Peradilan Tata Usaha Negara sebagai lembaga pengaduan sangat diperlukan.;08/04/22 10.30
1761;1739;41 DIKTATOR ZAMAN MODERN MENGEJAR AMBISI MENUAI TRAGEDI;2007;Adolf Hitler termasuk diktator yang paling menjijikkan dan paling bengis sepanjang abad ke-20  bahkan mungkin sepanjang zaman. Selama 12 tahun menjadi diktator Jerman  dia telah memenjarakan dan membunuh lebih dari enam juta orang.;08/04/22 10.56
3119;1739;Tuntunlah Sang Gajah;2003;Tuntunlah Sang Gajah;08/04/22 11.05
1478;2090;151 KONSPIRASI DUNIA PALING GILAN DAN MENCENGANGKAN;2012;Konspirasi merupakan kata yang akan membuat kita terbayang akan sebuah bentuk persekongkolan  permufakatan  atau komplotan yang bersifat rahasia dan dicap sebagai misteri di balik peristiwa-peristiwa kontroversial (bersifat menimbulkan perdebatan).;08/04/22 11.07
5571;1739;The Manager's Self Assessment Kit;1993;Buku ini diperuntukkan bagi para manajer yang ingin mengembangkan karier mereka sendiri. Jika Anda serang meniti karier awal atau telah mencapat tingkat madya  maka buku ini sesuai untuk Anda.;08/04/22 13.58
4724;1760;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;08/04/22 14.24
4297;1831;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;08/04/22 14.37
4964;1739;1453 Detik-Detik Jatuhnya Konstantinopel ke Tangan Muslim;2011;Selama lebih dari seribu tahun  Konstantinopel adalah pusat dunia Barat sekaligus pertahanan Kristen terhadap Islam. Selama itu pula kota ini tak lepas dari ancaman  namun selalu selamat dari penyerangan rata-rata setiap empat puluh tahun.;08/04/22 14.39
4002;1739;17 Bom Waktu Hubungan Indonesia-Malaysia;2011;Sejatinya  hubungan antara Indonesia dan Malaysia tidak perlu ada konflik: sekecil apapun. Termasuk peperangan;
3579;1739;Zionis Islael dan Kebangkitan Nasionalisme Arab;1991;Zionis Islael dan Kebangkitan Nasionalisme Arab;08/04/22 14.46
1362;1739;YOU ARE A LEADER!;2010;Kepemimpinan bukanlah semata-mata persoalan mengatur negara  perusahaan  organisasi  atau partai politik. Kepemimpinan adalah mengatur diri sendiri. Berkaitan dengan hal-hal sederhana  seperti berbakti kepada orangtua.;08/04/22 14.48
3399;1739;Yahudi Zionis Kapitalis;1990;Yahudi Zionis Kapitalis;08/04/22 14.53
2421;1739;DASAR DASAR MENULIS KARYA ILMIAH;1997;"Bacalah baik-baik makalah / paper yang berjudul Tidur: Kawasan yang Belum Tertaklukkan"". Sebelum memahami dinamika  bagian-bagian dan unsur-unsur karangan  peta atau diagram karangan.""";08/04/22 15.05
4647;1739;Dasar-Dasar Penulisan Karya Ilmiah Edisi Revisi ;2006;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;08/04/22 15.07
4724;2023;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;10/04/22 21.03
4297;1643;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;11/04/22 06.29
4297;1871;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;11/04/22 08.58
3738;1864;WHEN FASTER HARDER SMARTER IS NOT ENOUGH;2002;Buku ini akan menunjukkan kepada Anda cara mengubah stres menjadi sukses dengan mengaktifkan kreativitas dan sukacita di dalam hati Anda.;11/04/22 09.06
1469;1805;143 OPTIMALISASI PEMBINAAN KEMAMPUAN JASMANI PRAJURIT BATALYON INFANTERI;2020;Taskap yang dibuat dengan Judul 143 OPTIMALISASI PEMBINAAN KEMAMPUAN JASMANI PRAJURIT BATALYON INFANTERI.;11/04/22 10.10
2597;1805;100 HIKMAH RAMADHAN;2012;"Manusia dalam hidupnya menghadapi dua macam rayuan yang dapat menjerumuskan  setan dan nafsunya. Dalam konteks Ramadhan kita ingat sabda Nabi  Di bulan Ramadhan setan terbelenggu."" Tapi ternyata kedurhakaan masih ada. Penyebabnya pastilah nafsu manusia sendiri  yang puasanya tidak mampu mengendalikan nafsunya.""";11/04/22 10.12
5581;1805;Wawasan Politik Mengenai Sistem Pendidikan Nasional;1990;Kunci pembangunan bagi masa mendatang bangsa Indoensia ialah pendidikan. Sebab lewat perolehan pendidikan diharapkan setiap individu dapat meningkatkan kualitas keberadaannya  dan mampu berpartisipasi dalam gerak pembangunan.;11/04/22 10.13
5578;1950;Undang-Undang Otonomi Daerah 1999 Dan Petunjuk Pelaksanaan Undang-Undang Otonomi Daerah;2000;Undang-Undang Otonomi Daerah 1999 UU no. 22 tahun 1999 tentang Pemerintahan Daerah UU no. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU no. 28 tahun 1999 tentang Penyelenggara Negara yang Bersih dan Bebas dari KKN.;11/04/22 10.14
1425;1808;101 IMPLEMENTASI KEPEMIMPINAN DANSECABA GUNA MENINGKATKAN MOTIVASI KERJA PRAJURIT;2020;Taskap yang dibuat dengan Judul 101 IMPLEMENTASI KEPEMIMPINAN DANSECABA GUNA MENINGKATKAN MOTIVASI KERJA PRAJURIT.;11/04/22 10.34
1426;1808;103 OPTIMALISASI PEMBERDAYAAN KENDARAAN DAPUR LAPANGAN (RANDURLAP) DALAM PENANGANAN BANJIR DI JAKARTA TIMUR GUNA MENDUKUNG TUGAS BEKANGDAM JAYA;2020;Taskap yang dibuat dengan Judul 103 OPTIMALISASI PEMBERDAYAAN KENDARAAN DAPUR LAPANGAN (RANDURLAP) DALAM PENANGANAN BANJIR DI JAKARTA TIMUR GUNA MENDUKUNG TUGAS BEKANGDAM JAYA.;11/04/22 10.38
4714;1739;Manajemen Stratejik & Pengambilan Keputusan;2014;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;11/04/22 10.42
3959;1808;Wawasan Nusantara Materi Pelengkap Pendidikan Kewiraan Mahasiswa;1988;Selama beberapa tahun terakhir ini masyarakat Indonesia telah mengenal Wawasan Nusantara terutama sejak ditetapkannya Wawasan Nusantara di tahun 1973 dalam TAP IV MPR sebagai wawasan yang melandasi pembangunan nasional Indonesia.;11/04/22 11.21
1493;1808;165 OPTIMALISASI GELAR KEKUATAN  TNI DI WILAYAH PERBATASAN KALIMANTAN BARAT GUNA MENINGKATKAN SISTEM PENGAMANAN NEGARA DALAM RANGKA MENJAGA DAN MEMPERTAHANKAN KEUTUHAN NKRI;2020;Taskap yang dibuat dengan Judul 165 OPTIMALISASI GELAR KEKUATAN  TNI DI WILAYAH PERBATASAN KALIMANTAN BARAT GUNA MENINGKATKAN SISTEM PENGAMANAN NEGARA DALAM RANGKA MENJAGA DAN MEMPERTAHANKAN KEUTUHAN NKRI.;11/04/22 11.35
1286;1908;NASKAH DEPARTEMEN MATA KULIAH KEPEMIMPINAN STRATEGIS;2015;Buku ini diterbitkan untuk menambah wawasan para pembaca  segala jenis bidang keilmuan dapat dipelajari berdasarkan pengalaman seseorang  namun hal tersebut rasanya kurang lengkap jika tanpa adanya suatu ilmu yang diperoleh dari sumber yang terpercaya.;11/04/22 11.40
4297;1908;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;11/04/22 11.40
5581;2089;Wawasan Politik Mengenai Sistem Pendidikan Nasional;1990;Kunci pembangunan bagi masa mendatang bangsa Indoensia ialah pendidikan. Sebab lewat perolehan pendidikan diharapkan setiap individu dapat meningkatkan kualitas keberadaannya  dan mampu berpartisipasi dalam gerak pembangunan.;11/04/22 11.47
5582;2225;Worldclass Manufacturing Dekade Mendatang;1996;Semenjak ditemukannya metode pembukuan berpasangan (double-entry)  manajer menilai kekayaan perusahaan melalui penjualan dan keuntungan. Kini  Richard J. Schonberger  arsitek revolusi Just-In-Time dunia  dengan melampaui batas-batas ukuran finansial mendefinisikan kembali arti keunggulan-dan mengungkapkan  dengan data bencmark baru  bagaimana para pelopor menjadi dinasti.;11/04/22 12.46
5581;2225;Wawasan Politik Mengenai Sistem Pendidikan Nasional;1990;Kunci pembangunan bagi masa mendatang bangsa Indoensia ialah pendidikan. Sebab lewat perolehan pendidikan diharapkan setiap individu dapat meningkatkan kualitas keberadaannya  dan mampu berpartisipasi dalam gerak pembangunan.;11/04/22 12.47
5580;2225;Usaha Memahami Undang-Undang Tentang Peradilan Tata Usaha Negara Buku II;1994;Dewasa ini semakin banyak masyarakat menggugat para pejabat dan lembaga pemerintah. Hal ini menunjukkan bahwa keberadaan Peradilan Tata Usaha Negara sebagai lembaga pengaduan sangat diperlukan.;11/04/22 12.47
5576;2225;Undang-Undang Otonomi Daerah 1999;1999;Undang-Undang Otonomi Daerah 1999 UU No. 22 tahun 1999 tentang Pemerintahan Daerah UU No. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU No. 28 tahun 1999 tentang Penyelenggara Negara yang bersih dan bebas dari Korupsi Kolusi Nepotisme dan Komentar Pakar Hukum Administrasi Negara dan Komentar Pakar Hukum Administrasi Negara Prof. Dr. Philipus M. Hadjon SH.;11/04/22 12.47
5577;2225;Undang-Undang Otonomi Daerah 1999;1999;Undang-Undang Otonomi Daerah UU no. 22 tahun 1999 tentang Pemerintah Daerah UU no. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU no. 28 tahun 1999 tentang Penyelenggaraan Negara yang bersih dan bebas dari Korupsi  Kolusi dan Nepotisme.;11/04/22 12.48
5578;2225;Undang-Undang Otonomi Daerah 1999 Dan Petunjuk Pelaksanaan Undang-Undang Otonomi Daerah;2000;Undang-Undang Otonomi Daerah 1999 UU no. 22 tahun 1999 tentang Pemerintahan Daerah UU no. 25 tahun 1999 tentang Perimbangan Keuangan antara Pemerintah Pusat dan Daerah UU no. 28 tahun 1999 tentang Penyelenggara Negara yang Bersih dan Bebas dari KKN.;11/04/22 12.48
5575;2225;Tragedi Anak Revolusi;1989;Pada zaman modern seperti sekarang ini  jarang ada suatu bangsa yang telah menderita akibat suatu tukanan politik. Akan tetapi penderitaan semacam itu telah dialami oleh rakyat Cina dalam seperempat abad terakhir ini.;11/04/22 12.49
5573;2225;Tips Dan Trik Public Relations;2004;Upaya untuk mereposisi industri public relations Indonesia pada dasarnya merupakan kemampuan mengintegrasikan beberapa faktor penting. Dari perspektif makro  para profesional public relations harus memimpin hubungan organisasi dengan masyarakat.;11/04/22 12.50
5580;1805;Usaha Memahami Undang-Undang Tentang Peradilan Tata Usaha Negara Buku II;1994;Dewasa ini semakin banyak masyarakat menggugat para pejabat dan lembaga pemerintah. Hal ini menunjukkan bahwa keberadaan Peradilan Tata Usaha Negara sebagai lembaga pengaduan sangat diperlukan.;11/04/22 12.52
5579;2225;Unholy Trinity;2012;Ditulis dalam bentuk yang baku bersama rekan penulis buku The Secret War Against The Jews  Unholy Trinity mengisahkan salah satu kisah paling gelap Perang Dunia II.;11/04/22 13.08
5574;2225;TNI Antara Tuntutan Reformasi dan Beban Sejarah;2000;Sejak reformasi bergulir  eksistensi TNI tidak henti-hentinya mendapat sorotan. Perkembangan terakhir  Polisi memisahkan diri dari ABRI secara struktural  saat mana TNI disibukkan dengan berbagai gangguan keamanan dan established politik di elite pemerintahan.;11/04/22 13.08
4724;1761;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;11/04/22 13.21
4491;1761;100 Tokoh Intelijen Dunia;2011;Hampir setiap negara memiliki badan-badan atau lembaga intelijen;
4297;1873;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;11/04/22 14.33
4724;1873;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;11/04/22 14.34
4481;1873;10 November 45 Mengapa Inggris Membom Surabaya;2001;Meneliti kembali peristiwa pemboman Surabaya oleh Inggris mulai 10 November 1945 perlu dilakukan untuk meluruskan penulisan sejarah perjuangan Indonesia mencapai kemerdekaan.;11/04/22 14.35
1424;1753;100 KESIAPSIAGAAN BEKANGDAM JAYA DALAM MANAJEMENT RISK APPROACH;2020;Taskap berjudul Kesiapsiagaan BEKANGDAM Jaya dalam management Risk Approach Penanggulangan Bencana di wilayah DKI Jakarta oleh Yudi Wibowo  S.sos.;11/04/22 14.58
5579;2089;Unholy Trinity;2012;Ditulis dalam bentuk yang baku bersama rekan penulis buku The Secret War Against The Jews  Unholy Trinity mengisahkan salah satu kisah paling gelap Perang Dunia II.;11/04/22 15.46
5572;2225;The Ten Laws of Leadership Sepuluh Hukum Kepemimpinan;1999;"Here are ten laws which are absolutely essential if you are in a position of leadership. Just as there are principles that govern nature  so there are definite principles which are vital in leadership. Don't stagger on in ignorance  Leaders are readers. Study well these principles to become the leader you are meant to be.""- Author""";11/04/22 22.52
4724;1938;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;11/04/22 22.55
4297;1938;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;11/04/22 22.56
4724;1908;10 Kisah Genocide;2008;Genosida atau genosid adalah sebuah pembantaian besar-besaran sistematis terhadap satu suku bangsa atau kelompok dengan maksud memusnahkan (membuat punah) bangsa tersebut.;11/04/22 23.35
4863;1938;100 Tokoh Paling Berpengaruh Sepanjang Masa;2005;Pada tahun 1978  ketika buku Hart  100 Tokoh Paling Berpengaruh Sepanjang Masa yang kontroversial pertama kali dipublikasikan  banyak kritik menolak Hart yang telah berani tidak hanya memilih siapa saja yang menurutnya paling berpengaruh sepanjang sejarah  tetapi juga menyusun peringkat berdasarkan seberapa pentingnya mereka.;12/04/22 03.40
1441;1707;118 OPTIMALISASI PERAN DISPSIAD DALAM PENANGANAN KORBAN PASCA BENCANA ALAM GUNA MENDUKUNG TUGAS POKOK TNI AD;2020;Taskap yang dibuat dengan Judul 118 OPTIMALISASI PERAN DISPSIAD DALAM PENANGANAN KORBAN PASCA BENCANA ALAM GUNA MENDUKUNG TUGAS POKOK TNI AD.;12/04/22 04.03
5581;1993;Wawasan Politik Mengenai Sistem Pendidikan Nasional;1990;Kunci pembangunan bagi masa mendatang bangsa Indoensia ialah pendidikan. Sebab lewat perolehan pendidikan diharapkan setiap individu dapat meningkatkan kualitas keberadaannya  dan mampu berpartisipasi dalam gerak pembangunan.;12/04/22 10.55
4481;1998;10 November 45 Mengapa Inggris Membom Surabaya;2001;Meneliti kembali peristiwa pemboman Surabaya oleh Inggris mulai 10 November 1945 perlu dilakukan untuk meluruskan penulisan sejarah perjuangan Indonesia mencapai kemerdekaan.;12/04/22 10.59
4297;1998;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;12/04/22 11.01
1363;1998;10 SECRETS OF SUCCESSFUL LEADERS;2007;10 Secrets of Successful Leaders akan mengubah cara Anda berpikir tentang karier Anda  dan menunjukkan kepada Anda bagaimana menjadi pemimpin perusahaan yang dapat mendaki tangga sejauh yang Anda inginkan.;12/04/22 11.03
2597;1998;100 HIKMAH RAMADHAN;2012;"Manusia dalam hidupnya menghadapi dua macam rayuan yang dapat menjerumuskan  setan dan nafsunya. Dalam konteks Ramadhan kita ingat sabda Nabi  Di bulan Ramadhan setan terbelenggu."" Tapi ternyata kedurhakaan masih ada. Penyebabnya pastilah nafsu manusia sendiri  yang puasanya tidak mampu mengendalikan nafsunya.""";12/04/22 11.05
5582;1998;Worldclass Manufacturing Dekade Mendatang;1996;Semenjak ditemukannya metode pembukuan berpasangan (double-entry)  manajer menilai kekayaan perusahaan melalui penjualan dan keuntungan. Kini  Richard J. Schonberger  arsitek revolusi Just-In-Time dunia  dengan melampaui batas-batas ukuran finansial mendefinisikan kembali arti keunggulan-dan mengungkapkan  dengan data bencmark baru  bagaimana para pelopor menjadi dinasti.;12/04/22 11.09
5581;1998;Wawasan Politik Mengenai Sistem Pendidikan Nasional;1990;Kunci pembangunan bagi masa mendatang bangsa Indoensia ialah pendidikan. Sebab lewat perolehan pendidikan diharapkan setiap individu dapat meningkatkan kualitas keberadaannya  dan mampu berpartisipasi dalam gerak pembangunan.;12/04/22 11.11
5579;1998;Unholy Trinity;2012;Ditulis dalam bentuk yang baku bersama rekan penulis buku The Secret War Against The Jews  Unholy Trinity mengisahkan salah satu kisah paling gelap Perang Dunia II.;12/04/22 11.12
1423;1943;1001 CARA CEPAT NAIK PANGKAT;2000;Buku ini menyajikan 1001 teknik mempromosikan diri  lengkap dengan ratusan kisah nyata yang mencakup semua fungsi promosi penting termasuk mengidentifikasi strategi promosi dan menyesuaikan ke dalam sebuah rencana induk.;12/04/22 11.24
2597;1739;100 HIKMAH RAMADHAN;2012;"Manusia dalam hidupnya menghadapi dua macam rayuan yang dapat menjerumuskan  setan dan nafsunya. Dalam konteks Ramadhan kita ingat sabda Nabi  Di bulan Ramadhan setan terbelenggu."" Tapi ternyata kedurhakaan masih ada. Penyebabnya pastilah nafsu manusia sendiri  yang puasanya tidak mampu mengendalikan nafsunya.""";12/04/22 13.18
4491;2066;100 Tokoh Intelijen Dunia;2011;Hampir setiap negara memiliki badan-badan atau lembaga intelijen;
1363;2005;10 SECRETS OF SUCCESSFUL LEADERS;2007;10 Secrets of Successful Leaders akan mengubah cara Anda berpikir tentang karier Anda  dan menunjukkan kepada Anda bagaimana menjadi pemimpin perusahaan yang dapat mendaki tangga sejauh yang Anda inginkan.;13/04/22 04.55
4297;2005;"Obrolan Nusantara: Menyambut Indonesia""""";2012;Udara politik di Indonesia semakin pengab dari waktu ke waktu. Rakyat menjadi kehilangan harapan untuk dapat menggapai hidup yang lebih sejahtera. Hampir semua lembaga publik sudah tidak dapat dipercaya.;13/04/22 04.55
1363;1747;10 SECRETS OF SUCCESSFUL LEADERS;2007;10 Secrets of Successful Leaders akan mengubah cara Anda berpikir tentang karier Anda  dan menunjukkan kepada Anda bagaimana menjadi pemimpin perusahaan yang dapat mendaki tangga sejauh yang Anda inginkan.;13/04/22 06.16
4841;1747;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia;2007;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia adalah buku yang menarik tentang petualangan nyata dari para pahlawan pria dan wanita  strategi-strategi cerdas  dan para diktator jahat. Kumpulan biografi yang disusun secara kronologis  menyajikan fakta-fakta yang sering kali sangat kejam dan kemungkinan-kemungkinan luar biasa yang harus diatasi oleh para pemimpin untuk mencapai kemenangan dan bagaimana kontribusi mereka telah membentuk dunia yang kita tempati saat ini.;13/04/22 06.17
5579;1747;Unholy Trinity;2012;Ditulis dalam bentuk yang baku bersama rekan penulis buku The Secret War Against The Jews  Unholy Trinity mengisahkan salah satu kisah paling gelap Perang Dunia II.;13/04/22 06.18
5290;2005;Catatan Kecil Tentang Penelitian Dan Pengembangan Ilmu Pengetahuan;2007;Asas dan alasan apakah yang dapat menyebabkan bahwa pengetahuan bersifat ilmiah? Ciri pengetahuan ilmiah berkenaan dengan anggapan bahwa pengetahuan tersebut berlaku umum.;13/04/22 07.55
2420;1943;BUSINESS CREATIVITY BERPIKIR KREATIF DALAM BERBISNIS;1996;BUSINESS CREATIVITY BERPIKIR KREATIF DALAM BERBISNIS;13/04/22 08.12
1364;1943;APAKAH ANDA SEORANG MANAGER YANG KREATIF;1991;Memimpin adalah istilah yang digunakan untuk pengertian membimbing orang lain  mencapai hasil melalui orang lain  memberikan dan melaksanakan perintah. Pemimpin politik  presiden  dan para penyelia sebenarnya adalah para manajer. Pada hakikatnya  orang yang ingin mencapai hasil yang telah ditetapkan sebelumnya paling sedikit harus memimpin dirinya sendiri.;13/04/22 08.12
4550;2060;Menjadi Guru Teladan, Kreatif, Inspiratif, Motivatif & Profesional;2016;Buku adalah salah satu di antara berbagai sumber pengetahuan yang bisa menambah wawasan. Dengan membaca buku  seseorang bisa mengetahui apapun yang ada di dunia. Tak salah  jika buku kerap disebut sebagai jendela dunia. Ilmu yang terkandung dalam sebuah buku tentunya memiliki banyak variasi tergantung pada isi dan topik pembahasannya.;13/04/22 08.13
4841;1943;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia;2007;100 Pemimpin Militer yang Berpengaruh di Dalam Sejarah Dunia adalah buku yang menarik tentang petualangan nyata dari para pahlawan pria dan wanita  strategi-strategi cerdas  dan para diktator jahat. Kumpulan biografi yang disusun secara kronologis  menyajikan fakta-fakta yang sering kali sangat kejam dan kemungkinan-kemungkinan luar biasa yang harus diatasi oleh para pemimpin untuk mencapai kemenangan dan bagaimana kontribusi mereka telah membentuk dunia yang kita tempati saat ini.;13/04/22 08.38
2597;2005;100 HIKMAH RAMADHAN;2012;"Manusia dalam hidupnya menghadapi dua macam rayuan yang dapat menjerumuskan  setan dan nafsunya. Dalam konteks Ramadhan kita ingat sabda Nabi  Di bulan Ramadhan setan terbelenggu."" Tapi ternyata kedurhakaan masih ada. Penyebabnya pastilah nafsu manusia sendiri  yang puasanya tidak mampu mengendalikan nafsunya.""";13/04/22 08.40
