id;judul;isbn_issn;tahun_terbit;deskripsi;rating
1483;154 UPAYA MENINGKATKAN KEMAMPUAN SISTIM PERANCANGAN PROGRAM DAN ANGGARAN GNA MENDUKUNG TUGAS POKOK PUSPALAD;979000061;2020;Taskap yang dibuat dengan Judul 154 UPAYA MENINGKATKAN KEMAMPUAN SISTIM PERANCANGAN PROGRAM DAN ANGGARAN GNA MENDUKUNG TUGAS POKOK PUSPALAD.;5.000.000
1484;155 PENINGKATAN KAPASITAS LEMBAGA PENGAWAS INTERNAL TINGKAT KODAM DALAM MENDUKUNG GOOD GOVERMENT DAN GOOD GOVERNANCE;979000062;2020;Taskap yang dibuat dengan Judul 155 PENINGKATAN KAPASITAS LEMBAGA PENGAWAS INTERNAL TINGKAT KODAM DALAM MENDUKUNG GOOD GOVERMENT DAN GOOD GOVERNANCE.;5.000.000
1485;156 ANALISIS PEMBENTUKAN SATUAN SIBER MABES TNI DALAM RANGKA MENDUKUNG TUGAS POKOK TNI;979000063;2020;Taskap yang dibuat dengan Judul 156 ANALISIS PEMBENTUKAN SATUAN SIBER MABES TNI DALAM RANGKA MENDUKUNG TUGAS POKOK TNI.;5.000.000
1486;157 OPTIMALISASI PEMELIHARAAN ALANGAR DALAM RANGKA MEMPERPANJANG USIA PAKAI YANG DILAKSANAKAN DI BENGPUS BEKANGAD;979000064;2020;Taskap yang dibuat dengan Judul 157 OPTIMALISASI PEMELIHARAAN ALANGAR DALAM RANGKA MEMPERPANJANG USIA PAKAI YANG DILAKSANAKAN DI BENGPUS BEKANGAD.;5.000.000
1487;159 OPTIMALISASI PEMBINAAN PRAJURIT TNI AD DALAM RANGKA PENGEMBANGAN TEKNOLOGI TEPAT GUNA;979000065;2020;Taskap yang dibuat dengan Judul 159 OPTIMALISASI PEMBINAAN PRAJURIT TNI AD DALAM RANGKA PENGEMBANGAN TEKNOLOGI TEPAT GUNA.;2.000.000
1488;160 OPTIMALISASI PERAN SATGAS PENGGALANGAN BAIS TNI DALAM RANGKA MENCEGAH BERKEMBANGNYA PAHAM RADIKAL;979000066;2020;Taskap yang dibuat dengan Judul 160 OPTIMALISASI PERAN SATGAS PENGGALANGAN BAIS TNI DALAM RANGKA MENCEGAH BERKEMBANGNYA PAHAM RADIKAL.;5.000.000
1489;161 KONSEP PEMBINAAN JASMANI PRAJURIT BATALYON GUNA KESIAPAN TEMPUR DALAM RANGKA MENGHADAPI PERANG MODERN;979000067;2020;Taskap yang dibuat dengan Judul 161 KONSEP PEMBINAAN JASMANI PRAJURIT BATALYON GUNA KESIAPAN TEMPUR DALAM RANGKA MENGHADAPI PERANG MODERN.;5.000.000
1490;162 OPTIMALISASI DIGITALISASI BMP TNI DALAM RANGKA MENDUKUNG KELANCARAN PELAKSANAAN TUGAS;979000068;2020;Taskap yang dibuat dengan Judul 162 OPTIMALISASI DIGITALISASI BMP TNI DALAM RANGKA MENDUKUNG KELANCARAN PELAKSANAAN TUGAS.;5.000.000
1491;163 OPTIMALISASI PERAN SATUAN NUBIKA ZENI TNI AD;979000069;2020;Taskap yang dibuat dengan Judul 163 OPTIMALISASI PERAN SATUAN NUBIKA ZENI TNI AD.;5.000.000
1492;164 OPTIMALISASI PERAN ALAT ANGKUT AIR BEKANGDAM XVI;979000070;2020;Taskap yang dibuat dengan Judul 164 OPTIMALISASI PERAN ALAT ANGKUT AIR BEKANGDAM XVI.;5.000.000
1493;165 OPTIMALISASI GELAR KEKUATAN  TNI DI WILAYAH PERBATASAN KALIMANTAN BARAT GUNA MENINGKATKAN SISTEM PENGAMANAN NEGARA DALAM RANGKA MENJAGA DAN MEMPERTAHANKAN KEUTUHAN NKRI;979000071;2020;Taskap yang dibuat dengan Judul 165 OPTIMALISASI GELAR KEKUATAN  TNI DI WILAYAH PERBATASAN KALIMANTAN BARAT GUNA MENINGKATKAN SISTEM PENGAMANAN NEGARA DALAM RANGKA MENJAGA DAN MEMPERTAHANKAN KEUTUHAN NKRI.;5.000.000
1494;166 OPTIMALISASI PERAN APARAT KEWILAYAHAN KODIM 0623 CILEGON;979000072;2020;Taskap yang dibuat dengan Judul 166 OPTIMALISASI PERAN APARAT KEWILAYAHAN KODIM 0623 CILEGON.;5.000.000
1495;167 OPTIMALISASI PENERAPAN PENDEKATAN SECARA ADAT SERTA NILAI NILAI KEARIFAN BUDAYA LOKAL;979000073;2020;Taskap yang dibuat dengan Judul 167 OPTIMALISASI PENERAPAN PENDEKATAN SECARA ADAT SERTA NILAI NILAI KEARIFAN BUDAYA LOKAL.;5.000.000
1496;168 OPTIMALISASI MANAJEMEN PERENCANAAN LOGISTIK DITBEKANGAD;979000074;2020;Taskap yang dibuat dengan Judul 168 OPTIMALISASI MANAJEMEN PERENCANAAN LOGISTIK DITBEKANGAD.;5.000.000
1497;169 OPTIMALISASI PENYELENGGARAAN SIMAK BMN DI GUPUSBEKANG 1 DITBEKANGAD;979000075;2020;Taskap yang dibuat dengan Judul 169 OPTIMALISASI PENYELENGGARAAN SIMAK BMN DI GUPUSBEKANG 1 DITBEKANGAD.;5.000.000
1498;17 OPTIMALISASI PEMBINAAN KARIER GUNA MENGATASI STAGNASI JABATAN PAI DAN KOLONEL TNI AD;979000076;2020;Taskap yang dibuat dengan Judul 17 OPTIMALISASI PEMBINAAN KARIER GUNA MENGATASI STAGNASI JABATAN PAI DAN KOLONEL TNI AD.;5.000.000
1499;170 OPTIMALISASI PERAN PERSONEL JASMANI GRUP 2 KOPASSUS DALAM RANGKA MENINGKATKAN KESEGARAN JASMANI;979000077;2020;Taskap yang dibuat dengan Judul 170 OPTIMALISASI PERAN PERSONEL JASMANI GRUP 2 KOPASSUS DALAM RANGKA MENINGKATKAN KESEGARAN JASMANI.;5.000.000
1500;171 UPAYA PEMBINAAN TENAGA PENDIDIK DI PUSDIKIF UNTUK MEMBENTUK PRAJURIT YANG HANDAL;979000078;2020;Taskap yang dibuat dengan Judul 171 UPAYA PEMBINAAN TENAGA PENDIDIK DI PUSDIKIF UNTUK MEMBENTUK PRAJURIT YANG HANDAL.;5.000.000
1501;172 OPTIMALISASI PERAN JASDAM V BRW DALAM PEMBINAAN JASMANI;979000079;2020;Taskap yang dibuat dengan Judul 172 OPTIMALISASI PERAN JASDAM V BRW DALAM PEMBINAAN JASMANI.;5.000.000
1502;173 OPTIMALISASI PERANGADIK PUSDIKIF DALAM MENGHADAPI REVOLUSI INDUSTRI 4 0 GUNA MENDUKUNG TUGAS POKOK PUSDIKIF;979000080;2020;Taskap yang dibuat dengan Judul 173 OPTIMALISASI PERANGADIK PUSDIKIF DALAM MENGHADAPI REVOLUSI INDUSTRI 4 0 GUNA MENDUKUNG TUGAS POKOK PUSDIKIF.;5.000.000
1503;174 OPTIMALISASI PELAKSANAAN FUNGSI KESEJARAHAN PERWIRA DISJARAHAD UNTUK MENGHADAPI TANTANGAN TUGAS DI MASA DEPAN;979000081;2020;Taskap yang dibuat dengan Judul 174 OPTIMALISASI PELAKSANAAN FUNGSI KESEJARAHAN PERWIRA DISJARAHAD UNTUK MENGHADAPI TANTANGAN TUGAS DI MASA DEPAN.;5.000.000
1504;175 MEMBANGUN KUALITAS DUKUNGAN LOGISTIK SATUAN BEKANG DALAM LATIHAN ANTAR KECABANGAN;979000082;2020;Taskap yang dibuat dengan Judul 175 MEMBANGUN KUALITAS DUKUNGAN LOGISTIK SATUAN BEKANG DALAM LATIHAN ANTAR KECABANGAN.;5.000.000
1505;176 OPTIMALISASI PEMBINAAN BELA NEGARA BAGI GENERASI MUDA GUNA;979000083;2020;Taskap yang dibuat dengan Judul 176 OPTIMALISASI PEMBINAAN BELA NEGARA BAGI GENERASI MUDA GUNA.;5.000.000
1506;177 PERAN SATUAN KODIM 0809 KEDIRI PADA TAHAP TANGGAP DARURAT PENANGGULANGAN BENCANA ALAM DI DAERAH MELALUI PENDEKATAN SINERGITAS ANTAR INSTANSI;979000084;2020;Taskap yang dibuat dengan Judul 177 PERAN SATUAN KODIM 0809 KEDIRI PADA TAHAP TANGGAP DARURAT PENANGGULANGAN BENCANA ALAM DI DAERAH MELALUI PENDEKATAN SINERGITAS ANTAR INSTANSI TERKAIT.;5.000.000
1507;178 UPAYA MENINGKATKAN KEPEMIMPINAN PERWIRA MENENGAH TNI ANGKATAN DARAT DALAM MENGHADAPI ERA GLOBALISASI;979000085;2020;Taskap yang dibuat dengan Judul 178 UPAYA MENINGKATKAN KEPEMIMPINAN PERWIRA MENENGAH TNI ANGKATAN DARAT DALAM MENGHADAPI ERA GLOBALISASI.;5.000.000
1508;179 OPTIMALISASI KEMAMPUAN DENZIPUR-1;979000086;2020;Taskap yang dibuat dengan Judul 179 OPTIMALISASI KEMAMPUAN DENZIPUR-1.;5.000.000
1509;18 UPAYA KODIM 0501 BS-JP DALAM MENCEGAH PAHAM RADIKALISME DIKALANG;979000087;2020;Taskap yang dibuat dengan Judul 18 UPAYA KODIM 0501 BS-JP DALAM MENCEGAH PAHAM RADIKALISME DIKALANG.;5.000.000
1510;180 MEMBANGUN KUALITAS PEMBINAAN FISIK MELALUI PEMANFAATAN LAGU GUNA MENINGKATKAN KESEGARAN JASMANI PRAJURIT;979000088;2020;Taskap yang dibuat dengan Judul 180 MEMBANGUN KUALITAS PEMBINAAN FISIK MELALUI PEMANFAATAN LAGU GUNA MENINGKATKAN KESEGARAN JASMANI PRAJURIT.;5.000.000
1512;182 OPTIMALISASI PERAN KODIM 0624 BERSAMA PEMERINTAH DAERAH DAN MASYARAKAT DALAM MEMAJUKAN KETAHANAN PANGAN DI KABUPATEN BANDUNG;979000090;2020;Taskap yang dibuat dengan Judul 182 OPTIMALISASI PERAN KODIM 0624 BERSAMA PEMERINTAH DAERAH DAN MASYARAKAT DALAM MEMAJUKAN KETAHANAN PANGAN DI KABUPATEN BANDUNG.;5.000.000
1513;183 OPTIMALISASI KEMAMPUAN PENYIDIK POMDAM IM DALAM MENDUKUNG TUGAS POKOK KODAM IM;979000091;2020;Taskap yang dibuat dengan Judul 183 OPTIMALISASI KEMAMPUAN PENYIDIK POMDAM IM DALAM MENDUKUNG TUGAS POKOK KODAM IM.;5.000.000
1514;184 UPAYA MENINGKATKAN PENGAWASAN KELUARGA TNI DARI PENGARUH NEGATIF PENGGUNAAN MEDIA SOSIAL;979000092;2020;Taskap yang dibuat dengan Judul 184 UPAYA MENINGKATKAN PENGAWASAN KELUARGA TNI DARI PENGARUH NEGATIF PENGGUNAAN MEDIA SOSIAL.;4.666.667
1515;185 PENERAPAN NILAI NILAI PANCASILA BAGI PELAJAR SMA DI KABUPATEN CIREBON;979000093;2020;Taskap yang dibuat dengan Judul 185 PENERAPAN NILAI NILAI PANCASILA BAGI PELAJAR SMA DI KABUPATEN CIREBON.;5.000.000
1516;186 OPTIMALISASI PENYIAPAN SATGAS NEMANGKAWI PARAKO DALAM RANGKA MENDUKUNG PERSIAPAN OPERASI KOPASSUS;979000094;2020;Taskap yang dibuat dengan Judul 186 OPTIMALISASI PENYIAPAN SATGAS NEMANGKAWI PARAKO DALAM RANGKA MENDUKUNG PERSIAPAN OPERASI KOPASSUS.;3.000.000
1523;193 STRATEGI OPERASI INTELIJEN DENGAN MEMANFAATKAN TEKNOLOGI DRONE DI SATINDUK BAIS TNI;979000101;2020;Taskap yang dibuat dengan Judul 193 STRATEGI OPERASI INTELIJEN DENGAN MEMANFAATKAN TEKNOLOGI DRONE DI SATINDUK BAIS TNI.;5.000.000
1529;199 OPTIMALISASI PERAN KODIM1504 AMBON DALAM MENJAGA KEAMANAN DARI KONFLIK SARA DI WILAYAH AMBON;979000107;2020;Taskap yang dibuat dengan Judul 199 OPTIMALISASI PERAN KODIM1504 AMBON DALAM MENJAGA KEAMANAN DARI KONFLIK SARA DI WILAYAH AMBON.;5.000.000
1531;20 PERAN KOMSOS KODIM 1710 MIMIKA DALAM MENCEGAH TERJADINYA KONFLIK SOSIAL DI WILAYAH;979000109;2020;Taskap yang dibuat dengan Judul 20 PERAN KOMSOS KODIM 1710 MIMIKA DALAM MENCEGAH TERJADINYA KONFLIK SOSIAL DI WILAYAH.;5.000.000
1533;201 UPAYA PENCEGAHAN PELANGGARAN DESERSI PADA ANGGOTA DISPSIAD;979000111;2020;Taskap yang dibuat dengan Judul 201 UPAYA PENCEGAHAN PELANGGARAN DESERSI PADA ANGGOTA DISPSIAD.;5.000.000
1534;202 OPTIMALISASI PERAN SATKOWIL DALAM MEMBANTU PEMDA ACEH BARAT GUNA MENANGGULANGI BENCANA KEBAKARAN HUTAN DAN LAHAN;979000112;2020;Taskap yang dibuat dengan Judul 202 OPTIMALISASI PERAN SATKOWIL DALAM MEMBANTU PEMDA ACEH BARAT GUNA MENANGGULANGI BENCANA KEBAKARAN HUTAN DAN LAHAN.;5.000.000
1541;21 STRATEGI PENGGALANGAN APARAT TERITORIAL KODAM IM GUNA PENGUMPULAN SENJATA;979000119;2020;Taskap yang dibuat dengan Judul 21 STRATEGI PENGGALANGAN APARAT TERITORIAL KODAM IM GUNA PENGUMPULAN SENJATA.;3.000.000
1542;210 OPTIMALISASI KEMANDIRIAN INDUSTRI PERTAHANAN NASIONAL;979000120;2020;Taskap yang dibuat dengan Judul 210 OPTIMALISASI KEMANDIRIAN INDUSTRI PERTAHANAN NASIONAL.;4.000.000
1543;210 OPTIMALISASI PERAN DANSAT GUNA MENCEGAH DAMPAK NEGATIF GADGET SMARTPHONE DALAM RANGKA MENDUKUNG PENCAPAIAN TUGAS POKOK SATUAN (STUDI KASUS YONIF PARA RAIDER 501 BY);979000121;2020;Taskap yang dibuat dengan Judul 210 OPTIMALISASI PERAN DANSAT GUNA MENCEGAH DAMPAK NEGATIF GADGET SMARTPHONE DALAM RANGKA MENDUKUNG PENCAPAIAN TUGAS POKOK SATUAN (STUDI KASUS YONIF PARA RAIDER 501 BY).;4.000.000
1552;22 KONSEPSI KETAHANAN WILAYAH PERBATASAN DAN PULAU PULAU KECIL TERLUAR;979000130;2020;Taskap yang dibuat dengan Judul 22 KONSEPSI KETAHANAN WILAYAH PERBATASAN DAN PULAU PULAU KECIL TERLUAR.;5.000.000
1555;222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD;979000133;2020;Taskap yang dibuat dengan Judul 222 KONSEPSI PENGGUNAAN APLIKASI INFORMASI PERBEKALAN LOGISTK KEBUTUHAN PRAJURIT TNI AD GUNA PENINGKATAN KINERJA BEKANGAD.;5.000.000
1561;228 OPTIMALISASI PERAN DAN FUNGSI PEMBINAAN TERITORIAL KODIM 05;979000139;2020;Taskap yang dibuat dengan Judul 228 OPTIMALISASI PERAN DAN FUNGSI PEMBINAAN TERITORIAL KODIM 05.;5.000.000
1562;229 OPTIMALISASI PEMBINAAN MATSUS INTEL DENINTELDAM XVII CENDRAWASIH GUNA MENDUKUNG TUGAS;979000140;2020;Taskap yang dibuat dengan Judul 229 OPTIMALISASI PEMBINAAN MATSUS INTEL DENINTELDAM XVII CENDRAWASIH GUNA MENDUKUNG TUGAS.;5.000.000
1575;240 OPTIMALISASI LATIHAN POSKO I DENGAN MENGGUNAKAN SIMULASI TEMPUR DI SATUAN JAJARAN TNI AD;979000153;2020;Taskap yang dibuat dengan Judul 240 OPTIMALISASI LATIHAN POSKO I DENGAN MENGGUNAKAN SIMULASI TEMPUR DI SATUAN JAJARAN TNI AD.;5.000.000
1586;250 STRATEGI PEMBINAAN TERITORIAL DI KODIM 1611 BANDUNG DALAM MENGATASI PEREDARAN NARKOBA;979000164;2020;Taskap yang dibuat dengan Judul 250 STRATEGI PEMBINAAN TERITORIAL DI KODIM 1611 BANDUNG DALAM MENGATASI PEREDARAN NARKOBA.;5.000.000
1587;251 ANALISIS TERHADAP REMATERIALISASI ALUTSISTA SATUAN ARMED DI WILAYAH PERBATASAN GUNA MEWUJUDKAN EFEK TANGKAL YANG TANGGUH STUDI KASUS PERBATASA RI MALAYSIA;979000165;2020;Taskap yang dibuat dengan Judul 251 ANALISIS TERHADAP REMATERIALISASI ALUTSISTA SATUAN ARMED DI WILAYAH PERBATASAN GUNA MEWUJUDKAN EFEK TANGKAL YANG TANGGUH STUDI KASUS PERBATASA RI MALAYSIA.;5.000.000
1602;265 STRATEGI  MENANGKAL ANCAMAN SIBER DALAM RANGKA SISTEM PERTAHANAN SEMESTA SISHANTA;979000180;2020;Taskap yang dibuat dengan Judul 265 STRATEGI  MENANGKAL ANCAMAN SIBER DALAM RANGKA SISTEM PERTAHANAN SEMESTA SISHANTA.;4.000.000
1609;269 OPTIMALISASI TUGAS PERBANTUAN KODIM1509 LABUHA KEPADA PEMDA KABUPATEN HALMAHERA SELATAN DALAM PENANGGULANGAN BENCANA DI DAERAH;979000187;2020;Taskap yang dibuat dengan Judul 269 OPTIMALISASI TUGAS PERBANTUAN KODIM1509 LABUHA KEPADA PEMDA KABUPATEN HALMAHERA SELATAN DALAM PENANGGULANGAN BENCANA DI DAERAH.;3.000.000
1660;314 OPTIMALISASI PERAN PERSONEL KODIM 0410 KBL DALAM MENDUKUNG TUGAS POKOK;979000238;2020;Taskap yang dibuat dengan Judul 314 OPTIMALISASI PERAN PERSONEL KODIM 0410 KBL DALAM MENDUKUNG TUGAS POKOK.;5.000.000
1668;321 UPAYA MENINGKATKAN PROFESIONALITASME PRAJURIT BRIGADE INFANTERI;979000246;2020;Taskap yang dibuat dengan Judul 321 UPAYA MENINGKATKAN PROFESIONALITASME PRAJURIT BRIGADE INFANTERI.;5.000.000
1690;341 OPTIMALISASI PERAN DANSAR DALAM PENGAMANAN WILAYAH PERBATASAN INDONESIA DENGAN TIMOR LESTE DI SEKTOR BARAT TMOR TENGAH UTARA;979000268;2020;Taskap yang dibuat dengan Judul 341 OPTIMALISASI PERAN DANSAR DALAM PENGAMANAN WILAYAH PERBATASAN INDONESIA DENGAN TIMOR LESTE DI SEKTOR BARAT TMOR TENGAH UTARA.;4.000.000
1706;356 OPTIMALISASI KEMAMPUAN SDM APARAT INTEL KOREM MENGHADAPI TANTANGAN TUGAS MULTIDIMENSI;979000284;2020;Taskap yang dibuat dengan Judul 356 OPTIMALISASI KEMAMPUAN SDM APARAT INTEL KOREM MENGHADAPI TANTANGAN TUGAS MULTIDIMENSI.;5.000.000
1708;358 OPTIMALISASI GOOD GOVERNANCE UNTUK MEWUJUDKAN KONSISTENSI;979000286;2020;Taskap yang dibuat dengan Judul 358 OPTIMALISASI GOOD GOVERNANCE UNTUK MEWUJUDKAN KONSISTENSI.;5.000.000
1711;360 OPTIMALISASI PERAN KODIM 0102 PIEDE DALAM PENANGGULANGAN BENCANA ALAM DI DAERAH PIEDE;979000289;2020;Taskap yang dibuat dengan Judul 360 OPTIMALISASI PERAN KODIM 0102 PIEDE DALAM PENANGGULANGAN BENCANA ALAM DI DAERAH PIEDE.;5.000.000
1715;365 OPTIMALISASI LATIHAN KESIAPSIAGAAN BATALYON PRCPB KOSTARD GUNA PENANG;979000293;2020;Taskap yang dibuat dengan Judul 365 OPTIMALISASI LATIHAN KESIAPSIAGAAN BATALYON PRCPB KOSTARD GUNA PENANG.;5.000.000
1720;37 OPTMALSASI KESIAPAN AWAK DAN PENERAPAN TAKTIK SISTIM SENJATA RUDAL MISTRAL;979000298;2020;Taskap yang dibuat dengan Judul 37 OPTMALSASI KESIAPAN AWAK DAN PENERAPAN TAKTIK SISTIM SENJATA RUDAL MISTRAL.;5.000.000
1721;370 OPTIMALISASI KEMAMPUAN PERSONIL KODIM 0503JB DI BIDANG TEKNOLOGI INFORMASI IT DALAM RANGKA MENDUKUNG TUGAS POKOK TERITORIAL.;979000299;2020;Taskap yang dibuat dengan Judul 370 OPTIMALISASI KEMAMPUAN PERSONIL KODIM 0503JB DI BIDANG TEKNOLOGI INFORMASI IT DALAM RANGKA MENDUKUNG TUGAS POKOK TERITORIAL.;5.000.000
1722;370 OPTIMALISASI SATUAN BENGKEL PUSAT PERALATAN DITPALAD GUNA MENINGKATKAN PEMELIHARAAN;979000300;2020;Taskap yang dibuat dengan Judul 370 OPTIMALISASI SATUAN BENGKEL PUSAT PERALATAN DITPALAD GUNA MENINGKATKAN PEMELIHARAAN.;5.000.000
1725;374 OPTIMALISASI PERAN KODIM DALAM MENDUKUNG TERCAPAINYA KETAHANAN PANGAN NASIONAL;979000303;2020;Taskap yang dibuat dengan Judul 374 OPTIMALISASI PERAN KODIM DALAM MENDUKUNG TERCAPAINYA KETAHANAN PANGAN NASIONAL.;5.000.000
1743;394 IMPLEMENTASI PEMBINAAN PERSONEL PERWIRA PENERBANG GUNA MENINGKATKAN KESIAPAN OPERASIONAL PUSPENERBAD;979000321;2020;Taskap yang dibuat dengan Judul 394 IMPLEMENTASI PEMBINAAN PERSONEL PERWIRA PENERBANG GUNA MENINGKATKAN KESIAPAN OPERASIONAL PUSPENERBAD.;5.000.000
1761;41 DIKTATOR ZAMAN MODERN MENGEJAR AMBISI MENUAI TRAGEDI;9791043655;2007;Adolf Hitler termasuk diktator yang paling menjijikkan dan paling bengis sepanjang abad ke-20  bahkan mungkin sepanjang zaman. Selama 12 tahun menjadi diktator Jerman  dia telah memenjarakan dan membunuh lebih dari enam juta orang.;5.000.000
1767;413 PERAN SATKOWIL MELALUI METODE BINTER GUNA MENGATASI KONFLIK DI PAPUA;979000346;2020;Taskap yang dibuat dengan Judul 413 PERAN SATKOWIL MELALUI METODE BINTER GUNA MENGATASI KONFLIK DI PAPUA.;5.000.000
1779;425 OPTIMALISAI KEPEMIMPINAN NASIONAL MELALUI PENDIDIKAN KARAKTER BANGSA DI INDONESIA;979000358;2020;Taskap yang dibuat dengan Judul 425 OPTIMALISAI KEPEMIMPINAN NASIONAL MELALUI PENDIDIKAN KARAKTER BANGSA DI INDONESIA.;5.000.000
1807;54 UPAYA MENINGKATKAN EFEKTIVITAS PENANGANAN KONFLIK DI PAPUA MELALUI KESEJAHTERAAN;979000386;2020;Taskap yang dibuat dengan Judul 54 UPAYA MENINGKATKAN EFEKTIVITAS PENANGANAN KONFLIK DI PAPUA MELALUI KESEJAHTERAAN.;5.000.000
1808;55 PENINGKATAN KEMAMPUAN BENGANGAIR BENGPUSBEKANG DALAM PEMELIHARAAN DAN PERBAIKAN KAPAL KAPAL ADRI GUNA MENDUKUNG TUGAS POKOK TNI AD;979000387;2020;Taskap yang dibuat dengan Judul 55 PENINGKATAN KEMAMPUAN BENGANGAIR BENGPUSBEKANG DALAM PEMELIHARAAN DAN PERBAIKAN KAPAL KAPAL ADRI GUNA MENDUKUNG TUGAS POKOK TNI AD.;5.000.000
1810;57 MENINGKATKAN KUALITAS PERWIRA ZIDAM DALAM PERNCANAAN KONTRUKSI;979000389;2020;Taskap yang dibuat dengan Judul 57 MENINGKATKAN KUALITAS PERWIRA ZIDAM DALAM PERNCANAAN KONTRUKSI.;5.000.000
1811;58 PERAN PERWIRA PEMERIKSAAN MELALUI FUNGSI PENGAWASAN DAN PENGENDALIAN;979000390;2020;Taskap yang dibuat dengan Judul 58 PERAN PERWIRA PEMERIKSAAN MELALUI FUNGSI PENGAWASAN DAN PENGENDALIAN.;5.000.000
1813;60 OPTIMALISASI PERAN KODIM DALAM MENGATASI AKSI TERORISME DI INDONESIA;979000392;2020;Taskap yang dibuat dengan Judul 60 OPTIMALISASI PERAN KODIM DALAM MENGATASI AKSI TERORISME DI INDONESIA.;5.000.000
1815;62 IMPLEMENTASI KEPEMIMPINAN DANDENBEKANG GUNA MENINGKATKAN KINERJA PE;979000394;2020;Taskap yang dibuat dengan Judul 62 IMPLEMENTASI KEPEMIMPINAN DANDENBEKANG GUNA MENINGKATKAN KINERJA PE.;5.000.000
1836;82 PERAN KODIM 1007 BANJARMASIN MELALUI BINTER GUNA MENINGKATKAN KESADARAN BE;979000415;2020;Taskap yang dibuat dengan Judul 82 PERAN KODIM 1007 BANJARMASIN MELALUI BINTER GUNA MENINGKATKAN KESADARAN BE.;5.000.000
1840;86 OPTIMALISASI PERAN PERWIRA HUKUM TNI AD DALAM PENYELNGGARAAN DUKUNG HUKUM PADA TUGAS OPERASI MILITER;979000419;2020;Taskap yang dibuat dengan Judul 86 OPTIMALISASI PERAN PERWIRA HUKUM TNI AD DALAM PENYELNGGARAAN DUKUNG HUKUM PADA TUGAS OPERASI MILITER.;3.000.000
1844;90 ANALISIS PENERAPAN REFORMASI BIROKRASI DI KODAM XIV HASANUDIN GUNA MENDUKUNG TUGAS POKOK KODAM XIV HASANUDIN;979000423;2020;Taskap yang dibuat dengan Judul 90 ANALISIS PENERAPAN REFORMASI BIROKRASI DI KODAM XIV HASANUDIN GUNA MENDUKUNG TUGAS POKOK KODAM XIV HASANUDIN.;5.000.000
1845;91 OPTIMALISASI PELAKSANAAN TUGAS KODIM 0706 TEMANGGUNG DALAM TANGGAP DARURAT;979000424;2020;Taskap yang dibuat dengan Judul 91 OPTIMALISASI PELAKSANAAN TUGAS KODIM 0706 TEMANGGUNG DALAM TANGGAP DARURAT.;5.000.000
1846;92 UPAYA MENINGKATKAN PERAN PUSAT KESENJATAAN ARTILERI PERTAHANAN UDARA PUSSEN ARHANUD;979000425;2020;Taskap yang dibuat dengan Judul 92 UPAYA MENINGKATKAN PERAN PUSAT KESENJATAAN ARTILERI PERTAHANAN UDARA PUSSEN ARHANUD.;5.000.000
1847;93 OPTIMALISASI PENEGAKAN HUKUM DISIPLIN DAN TATA TERTIB DALAM RANGKA PEMBINAAN;979000426;2020;Taskap yang dibuat dengan Judul 93 OPTIMALISASI PENEGAKAN HUKUM DISIPLIN DAN TATA TERTIB DALAM RANGKA PEMBINAAN.;5.000.000
1848;94 OPTIMALISASI PERAN PMPP TNI DALAM RANGKA MENDUKUNG PELAKSANAAN MISI PEMELIHARAAN PERDAMAIAN PBB;979000427;2020;Taskap yang dibuat dengan Judul 94 OPTIMALISASI PERAN PMPP TNI DALAM RANGKA MENDUKUNG PELAKSANAAN MISI PEMELIHARAAN PERDAMAIAN PBB.;5.000.000
1849;95 PERAN RINDAM XIV HSN GUNA MENINGKATKAN KESADARAN BELA NEGARA GENERASI MUDA KOTA MAKASSAR DALAM RANGKA KETAHANAN NASIONAL;979000428;2020;Taskap yang dibuat dengan Judul 95 PERAN RINDAM XIV HSN GUNA MENINGKATKAN KESADARAN BELA NEGARA GENERASI MUDA KOTA MAKASSAR DALAM RANGKA KETAHANAN NASIONAL;5.000.000
1850;96 PERAN SATGAS PAMTAS DALAM MENJAGA PERBATASAN RI MALAYSIA DI KALIMANTAN UTARA DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD;979000429;2020;Taskap yang dibuat dengan Judul 96 PERAN SATGAS PAMTAS DALAM MENJAGA PERBATASAN RI MALAYSIA DI KALIMANTAN UTARA DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD.;5.000.000
1851;97 OPTIMALISASI TUGAS BABINSA KODIM 1714 PJ DALAM RANGKA MELAKSANAKAN PEMBINAAN;979000430;2020;Taskap yang dibuat dengan Judul 97 OPTIMALISASI TUGAS BABINSA KODIM 1714 PJ DALAM RANGKA MELAKSANAKAN PEMBINAAN.;5.000.000
1852;98 OPTIMALISASI KEMAMPUAN APKOWIL 0204 DS DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD;979000431;2020;Taskap yang dibuat dengan Judul 98 OPTIMALISASI KEMAMPUAN APKOWIL 0204 DS DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD.;5.000.000
